package	pn_exit	em_exit	category
media-plugins/kodi-visualization-goom	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-visualization-projectm	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-visualization-spectrum	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-pvr-stalker	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-visualization-starburst	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-pvr-vbox	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-visualization-waveform	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-pvr-vuplus	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-pvr-wmc	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-pvr-zattoo	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-screensaver-biogenesis	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-screensaver-pyro	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-vfs-rar	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-vfs-sftp	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-visualization-shadertoy	FAIL(3)	FAIL(1)	fail/fail
media-plugins/kodi-vfs-libarchive	FAIL(3)	FAIL(1)	fail/fail
media-plugins/vdr-actuator	FAIL(3)	FAIL(1)	fail/fail
media-plugins/photoqt-extensions	FAIL(3)	FAIL(1)	fail/fail
media-libs/vpl-gpu-rt	TIMEOUT	TIMEOUT	fail/fail
media-plugins/obs-source-dock	FAIL(3)	FAIL(1)	fail/fail
media-plugins/vdr-ffnetdev	FAIL(3)	FAIL(1)	fail/fail
media-plugins/vdr-mp3ng	FAIL(3)	FAIL(1)	fail/fail
media-plugins/vdr-mplayer	FAIL(3)	FAIL(1)	fail/fail
media-plugins/obs-vkcapture	FAIL(3)	FAIL(1)	fail/fail
media-radio/chirp	RESTRICT(fetch)	FAIL(1)	fail/fail
media-plugins/vdr-weatherng	FAIL(3)	FAIL(1)	fail/fail
media-sound/abcm2ps	FAIL(3)	FAIL(1)	fail/fail
media-radio/tqsl	FAIL(3)	FAIL(1)	fail/fail
media-radio/cqrlog	FAIL(3)	FAIL(1)	fail/fail
media-sound/baudline	FAIL(3)	FAIL(1)	fail/fail
media-sound/chordii	FAIL(3)	FAIL(1)	fail/fail
media-sound/dagrab	FAIL(3)	FAIL(1)	fail/fail
media-sound/cvoicecontrol	FAIL(3)	FAIL(1)	fail/fail
media-sound/deadbeef-mpris2-plugin	FAIL(3)	FAIL(1)	fail/fail
media-sound/amarok	FAIL(3)	FAIL(1)	fail/fail
media-sound/gnomad	FAIL(3)	FAIL(1)	fail/fail
media-sound/gom	FAIL(3)	FAIL(1)	fail/fail
media-sound/gigedit	FAIL(3)	FAIL(1)	fail/fail
media-sound/gogglesmm	FAIL(3)	FAIL(1)	fail/fail
media-sound/elisa	FAIL(3)	FAIL(1)	fail/fail
media-sound/easyeffects	FAIL(3)	FAIL(1)	fail/fail
media-sound/helm	FAIL(3)	FAIL(1)	fail/fail
media-sound/guitarix	FAIL(3)	FAIL(1)	fail/fail
media-sound/gtkguitune	FAIL(3)	FAIL(1)	fail/fail
media-sound/gnome-music	FAIL(3)	FAIL(1)	fail/fail
media-sound/gst123	FAIL(3)	FAIL(1)	fail/fail
media-sound/jack-audio-connection-kit	FAIL(3)	FAIL(1)	fail/fail
media-sound/justeport	FAIL(3)	FAIL(1)	fail/fail
media-sound/mmix	FAIL(3)	FAIL(1)	fail/fail
media-sound/lxmusic	FAIL(3)	FAIL(1)	fail/fail
media-sound/mixxx	FAIL(3)	FAIL(1)	fail/fail
media-sound/mt-daapd	FAIL(3)	FAIL(1)	fail/fail
media-sound/mplay	FAIL(3)	FAIL(1)	fail/fail
media-sound/mangler	FAIL(3)	FAIL(1)	fail/fail
media-sound/kasts	FAIL(3)	FAIL(1)	fail/fail
media-sound/krecorder	FAIL(3)	FAIL(1)	fail/fail
media-sound/mp3splt-gtk	FAIL(3)	FAIL(1)	fail/fail
media-sound/mup	FAIL(3)	FAIL(1)	fail/fail
media-sound/ncspot	FAIL(3)	FAIL(1)	fail/fail
media-sound/nickvision-tagger	FAIL(3)	FAIL(1)	fail/fail
media-sound/patchage	FAIL(3)	FAIL(1)	fail/fail
media-sound/pavumeter	FAIL(3)	FAIL(1)	fail/fail
media-sound/paprefs	FAIL(3)	FAIL(1)	fail/fail
media-radio/qlog	TIMEOUT	FAIL(1)	fail/fail
media-sound/pulseeffects	FAIL(3)	FAIL(1)	fail/fail
media-sound/pavucontrol	FAIL(3)	FAIL(1)	fail/fail
media-sound/pwvucontrol	FAIL(3)	FAIL(1)	fail/fail
media-sound/sexypsf	FAIL(3)	FAIL(1)	fail/fail
media-sound/sndpeek	FAIL(3)	FAIL(1)	fail/fail
media-sound/seq24	FAIL(3)	FAIL(1)	fail/fail
media-sound/streamtranscoder	FAIL(3)	FAIL(1)	fail/fail
media-sound/teamspeak-client	FAIL(3)	FAIL(1)	fail/fail
media-sound/spek	FAIL(3)	FAIL(1)	fail/fail
media-sound/twolame	FAIL(3)	OK	fail/ok
media-sound/tk707	FAIL(3)	FAIL(1)	fail/fail
media-sound/wiremix	FAIL(3)	FAIL(1)	fail/fail
media-sound/frescobaldi	TIMEOUT	FAIL(1)	fail/fail
media-tv/v4l-dvb-saa716x	FAIL(3)	FAIL(1)	fail/fail
media-tv/w_scan	FAIL(3)	FAIL(1)	fail/fail
media-tv/ivtvplayer	FAIL(3)	FAIL(1)	fail/fail
media-video/amdgpu-pro-amf	FAIL(3)	FAIL(1)	fail/fail
media-tv/gtk-v4l	FAIL(3)	FAIL(1)	fail/fail
media-tv/tvbrowser-bin	FAIL(3)	FAIL(1)	fail/fail
media-video/dvbsnoop	FAIL(3)	FAIL(1)	fail/fail
media-video/acidrip	FAIL(3)	FAIL(1)	fail/fail
media-video/h264enc	FAIL(3)	FAIL(1)	fail/fail
media-video/droidcam	FAIL(3)	FAIL(1)	fail/fail
media-sound/helvum	TIMEOUT	FAIL(1)	fail/fail
media-video/lxdvdrip	FAIL(3)	FAIL(1)	fail/fail
media-video/mjpg-streamer	FAIL(3)	FAIL(1)	fail/fail
media-video/mkclean	FAIL(3)	FAIL(1)	fail/fail
media-video/cheese	FAIL(3)	FAIL(1)	fail/fail
media-video/mplayer	FAIL(3)	FAIL(1)	fail/fail
media-video/mplay-sh	FAIL(3)	FAIL(1)	fail/fail
media-video/devedeng	FAIL(3)	FAIL(1)	fail/fail
media-video/haruna	FAIL(3)	FAIL(1)	fail/fail
media-video/recmpeg	FAIL(3)	FAIL(1)	fail/fail
media-video/parole	FAIL(3)	FAIL(1)	fail/fail
media-video/dvdstyler	FAIL(3)	FAIL(1)	fail/fail
media-video/v4l2loopback	FAIL(3)	FAIL(1)	fail/fail
media-video/kooha	FAIL(3)	FAIL(1)	fail/fail
media-video/snappy	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/arping	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/authforce	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/argus-clients	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/barnyard2	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/barnyard	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/ettercap	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/cacti-spine	FAIL(3)	FAIL(1)	fail/fail
media-video/vlc	FAIL(3)	FAIL(1)	fail/fail
media-video/subtitlecomposer	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/gr-fosphor	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/ipgen	FAIL(3)	FAIL(1)	fail/fail
media-video/subtitleeditor	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/cloudshark	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/knocker	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/nessus-agent-bin	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/nessus-bin	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/gvm	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/nsat	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/packit	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/scanlogd	FAIL(3)	FAIL(1)	fail/fail
net-dialup/dial	FAIL(3)	FAIL(1)	fail/fail
net-dialup/dwun	FAIL(3)	FAIL(1)	fail/fail
net-dialup/kpnadsl4linux	FAIL(3)	FAIL(1)	fail/fail
net-dialup/mgetty	FAIL(3)	FAIL(1)	fail/fail
net-dialup/sercd	FAIL(3)	FAIL(1)	fail/fail
net-dns/dnrd	FAIL(3)	FAIL(1)	fail/fail
net-dns/djbdns	FAIL(3)	FAIL(1)	fail/fail
net-dns/resolvconf-symlink	FAIL(3)	FAIL(1)	fail/fail
net-dialup/moserial	FAIL(3)	FAIL(1)	fail/fail
net-firewall/arptables	FAIL(3)	FAIL(1)	fail/fail
net-firewall/bpfilter	FAIL(3)	FAIL(1)	fail/fail
net-firewall/ipt_netflow	FAIL(3)	FAIL(1)	fail/fail
net-firewall/rtsp-conntrack	FAIL(3)	FAIL(1)	fail/fail
net-firewall/xtables-addons	FAIL(3)	FAIL(1)	fail/fail
net-fs/openafs	FAIL(3)	FAIL(1)	fail/fail
net-ftp/cmdftp	FAIL(3)	FAIL(1)	fail/fail
net-ftp/ftp	FAIL(3)	OK	fail/ok
net-ftp/gftp	FAIL(3)	FAIL(1)	fail/fail
net-ftp/linksys-tftp	FAIL(3)	FAIL(1)	fail/fail
net-im/bitlbee-steam	FAIL(3)	FAIL(1)	fail/fail
net-im/gitter-bin	FAIL(3)	FAIL(1)	fail/fail
net-ftp/pureadmin	FAIL(3)	FAIL(1)	fail/fail
net-im/prosody	FAIL(3)	FAIL(1)	fail/fail
net-im/prosody-modules	FAIL(3)	FAIL(1)	fail/fail
net-im/swift	FAIL(3)	FAIL(1)	fail/fail
net-im/spectrum2	FAIL(3)	FAIL(1)	fail/fail
net-irc/bnc	FAIL(3)	FAIL(1)	fail/fail
net-irc/emech	FAIL(3)	FAIL(1)	fail/fail
net-im/kaidan	FAIL(3)	FAIL(1)	fail/fail
net-irc/muh	FAIL(3)	FAIL(1)	fail/fail
net-irc/psybnc	FAIL(3)	FAIL(1)	fail/fail
net-irc/unrealircd	FAIL(3)	FAIL(1)	fail/fail
net-libs/cvm	FAIL(3)	FAIL(1)	fail/fail
net-im/tokodon	FAIL(3)	FAIL(1)	fail/fail
net-libs/gupnp-av	FAIL(3)	FAIL(1)	fail/fail
net-libs/ppp-defs	FAIL(3)	FAIL(1)	fail/fail
net-libs/quiche	FAIL(3)	FAIL(1)	fail/fail
net-analyzer/nmapsi	TIMEOUT	FAIL(1)	fail/fail
net-mail/automx2	FAIL(3)	FAIL(1)	fail/fail
net-mail/autorespond	FAIL(3)	FAIL(1)	fail/fail
net-mail/ezmlm-idx	FAIL(3)	FAIL(1)	fail/fail
net-mail/mailfront	FAIL(3)	FAIL(1)	fail/fail
net-mail/mess822	FAIL(3)	FAIL(1)	fail/fail
net-mail/nmzmail	FAIL(3)	FAIL(1)	fail/fail
net-mail/popa3d	FAIL(3)	FAIL(1)	fail/fail
net-mail/qlogtools	FAIL(3)	FAIL(1)	fail/fail
net-mail/qmailanalog	FAIL(3)	FAIL(1)	fail/fail
net-mail/qmail-autoresponder	FAIL(3)	FAIL(1)	fail/fail
net-libs/google-cloud-cpp	FAIL(3)	FAIL(1)	fail/fail
net-mail/qtools	FAIL(3)	FAIL(1)	fail/fail
net-mail/qmhandle	FAIL(3)	FAIL(1)	fail/fail
net-mail/qmailadmin	FAIL(3)	FAIL(1)	fail/fail
net-mail/qmail-notify	FAIL(3)	FAIL(1)	fail/fail
net-mail/safecat	FAIL(3)	FAIL(1)	fail/fail
net-mail/queue-fix	FAIL(3)	FAIL(1)	fail/fail
net-mail/serialmail	FAIL(3)	FAIL(1)	fail/fail
net-mail/stalwart-mail	FAIL(3)	FAIL(1)	fail/fail
net-mail/vpopmail	FAIL(3)	FAIL(1)	fail/fail
net-mail/vqadmin	FAIL(3)	FAIL(1)	fail/fail
net-misc/asahi-btsync	FAIL(3)	FAIL(1)	fail/fail
net-misc/clockspeed	FAIL(3)	OK	fail/ok
net-misc/chrome-remote-desktop	FAIL(3)	FAIL(1)	fail/fail
net-misc/ena-driver	FAIL(3)	FAIL(1)	fail/fail
net-misc/fakeidentd	FAIL(3)	FAIL(1)	fail/fail
net-misc/email-validator	FAIL(3)	OK	fail/ok
net-misc/gns3-server	FAIL(3)	FAIL(1)	fail/fail
net-misc/gerbera	FAIL(3)	FAIL(1)	fail/fail
net-misc/gns3-gui	FAIL(3)	FAIL(1)	fail/fail
net-misc/eventd	FAIL(3)	FAIL(1)	fail/fail
net-misc/icaclient	RESTRICT(fetch)	FAIL(1)	fail/fail
net-misc/hurl	FAIL(3)	FAIL(1)	fail/fail
net-misc/hath	FAIL(3)	OK	fail/ok
net-misc/haeredes	FAIL(3)	OK	fail/ok
net-misc/hylafaxplus	FAIL(3)	FAIL(1)	fail/fail
net-misc/ipsvd	FAIL(3)	FAIL(1)	fail/fail
net-misc/lambdamoo	FAIL(3)	FAIL(1)	fail/fail
net-misc/electrum	FAIL(3)	FAIL(1)	fail/fail
net-misc/mptcpd	FAIL(3)	FAIL(1)	fail/fail
net-misc/gnome-remote-desktop	FAIL(3)	FAIL(1)	fail/fail
net-misc/ncman	FAIL(3)	FAIL(1)	fail/fail
net-misc/netkit-bootparamd	FAIL(3)	OK	fail/ok
net-misc/netkit-rsh	FAIL(3)	OK	fail/ok
net-im/neochat	TIMEOUT	FAIL(1)	fail/fail
net-misc/netkit-timed	FAIL(3)	OK	fail/ok
net-misc/netpipes	FAIL(3)	FAIL(1)	fail/fail
net-misc/mulk	FAIL(3)	FAIL(1)	fail/fail
net-misc/omniORB	FAIL(3)	FAIL(1)	fail/fail
net-misc/openssh-contrib	FAIL(3)	FAIL(1)	fail/fail
net-misc/pkixssh	FAIL(3)	OK	fail/ok
net-misc/mikutter	FAIL(3)	FAIL(1)	fail/fail
net-misc/r8125	FAIL(3)	FAIL(1)	fail/fail
net-misc/r8152	FAIL(3)	FAIL(1)	fail/fail
net-misc/r8168	FAIL(3)	FAIL(1)	fail/fail
net-im/telegram-desktop	TIMEOUT	FAIL(1)	fail/fail
net-misc/ps3mediaserver	FAIL(3)	FAIL(1)	fail/fail
net-misc/moonlight	FAIL(3)	FAIL(1)	fail/fail
net-misc/shigofumi	FAIL(3)	FAIL(1)	fail/fail
net-misc/smb4k	FAIL(3)	FAIL(1)	fail/fail
net-misc/onedrive	FAIL(3)	FAIL(1)	fail/fail
net-misc/rabbitmq-server	FAIL(3)	OK	fail/ok
net-misc/taylor-uucp	FAIL(3)	FAIL(1)	fail/fail
net-misc/rygel	FAIL(3)	FAIL(1)	fail/fail
net-misc/vncsnapshot	FAIL(3)	FAIL(1)	fail/fail
net-misc/streamtuner	FAIL(3)	FAIL(1)	fail/fail
net-misc/x2goclient	FAIL(3)	FAIL(1)	fail/fail
net-nds/389-ds-base	FAIL(3)	FAIL(1)	fail/fail
net-p2p/ed2k_hash	FAIL(3)	FAIL(1)	fail/fail
net-p2p/energi3	FAIL(3)	FAIL(1)	fail/fail
net-p2p/mldonkey	FAIL(3)	FAIL(1)	fail/fail
net-news/alligator	FAIL(3)	FAIL(1)	fail/fail
net-libs/signon-ui	TIMEOUT	FAIL(1)	fail/fail
net-print/c2esp	FAIL(3)	FAIL(1)	fail/fail
net-libs/webkit-gtk	TIMEOUT	FAIL(1)	fail/fail
net-print/fax4cups	FAIL(3)	FAIL(1)	fail/fail
net-print/ink	FAIL(3)	FAIL(1)	fail/fail
net-print/cndrvcups-common-lb	FAIL(3)	FAIL(1)	fail/fail
net-print/kyocera-1x2x-mfp-driver	RESTRICT(fetch)	FAIL(1)	fail/fail
net-print/cndrvcups-lb	FAIL(3)	FAIL(1)	fail/fail
net-proxy/haproxy	FAIL(3)	FAIL(1)	fail/fail
net-print/pnm2ppa	FAIL(3)	FAIL(1)	fail/fail
net-voip/mumble	FAIL(3)	FAIL(1)	fail/fail
net-vpn/isatapd	FAIL(3)	FAIL(1)	fail/fail
net-vpn/libreswan	FAIL(3)	FAIL(1)	fail/fail
net-vpn/networkmanager-libreswan	FAIL(3)	FAIL(1)	fail/fail
net-proxy/mitmproxy-linux	FAIL(3)	FAIL(1)	fail/fail
net-proxy/mitmproxy-rs	FAIL(3)	FAIL(1)	fail/fail
net-vpn/microsoft-azurevpnclient	FAIL(3)	FAIL(1)	fail/fail
net-proxy/mitmproxy	FAIL(3)	FAIL(1)	fail/fail
net-vpn/ovpn-dco	FAIL(3)	FAIL(1)	fail/fail
net-wireless/aic8800	FAIL(3)	FAIL(1)	fail/fail
net-wireless/airspy	FAIL(3)	FAIL(1)	fail/fail
net-wireless/broadcom-sta	FAIL(3)	FAIL(1)	fail/fail
net-vpn/networkmanager-vpnc	FAIL(3)	FAIL(1)	fail/fail
net-wireless/aircrack-ng	FAIL(3)	FAIL(1)	fail/fail
net-wireless/gr-iqbal	FAIL(3)	FAIL(1)	fail/fail
net-wireless/gr-scopy	FAIL(3)	FAIL(1)	fail/fail
net-wireless/gr-osmosdr	FAIL(3)	FAIL(1)	fail/fail
net-wireless/gqrx	FAIL(3)	FAIL(1)	fail/fail
net-misc/oidc-agent	TIMEOUT	FAIL(1)	fail/fail
net-wireless/gr-rds	FAIL(3)	FAIL(1)	fail/fail
net-wireless/kismet	FAIL(3)	FAIL(1)	fail/fail
net-wireless/kismetmobiledashboard	FAIL(3)	FAIL(1)	fail/fail
net-wireless/gr-ieee802154	FAIL(3)	FAIL(1)	fail/fail
net-wireless/lorcon	FAIL(3)	FAIL(1)	fail/fail
net-wireless/nanovna-saver	FAIL(3)	FAIL(1)	fail/fail
net-wireless/limesuite	FAIL(3)	FAIL(1)	fail/fail
net-wireless/sigdigger	FAIL(3)	FAIL(1)	fail/fail
net-wireless/wepdecrypt	FAIL(3)	FAIL(1)	fail/fail
net-wireless/gr-paint	FAIL(3)	FAIL(1)	fail/fail
net-wireless/urh	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/cdsclient	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/esorex	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/funtools	FAIL(3)	FAIL(1)	fail/fail
net-wireless/unifi	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/scamp	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/psfex	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/sextractor	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/skymaker	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/swarp	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/stellarium	FAIL(3)	FAIL(1)	fail/fail
sci-biology/bedtools	FAIL(3)	FAIL(1)	fail/fail
sci-biology/blat	FAIL(3)	FAIL(1)	fail/fail
sci-biology/bioperl	FAIL(3)	FAIL(1)	fail/fail
sci-biology/clustalw-mpi	FAIL(3)	FAIL(1)	fail/fail
sci-biology/bioperl-network	FAIL(3)	FAIL(1)	fail/fail
net-news/liferea	TIMEOUT	FAIL(1)	fail/fail
sci-biology/bioperl-db	FAIL(3)	FAIL(1)	fail/fail
sci-biology/bioperl-run	FAIL(3)	FAIL(1)	fail/fail
sci-biology/embassy-esim4	FAIL(3)	FAIL(1)	fail/fail
sci-biology/embassy-mse	FAIL(3)	FAIL(1)	fail/fail
sci-biology/embassy-topo	FAIL(3)	FAIL(1)	fail/fail
sci-biology/fasta	FAIL(3)	OK	fail/ok
sci-biology/foldingathome	FAIL(3)	FAIL(1)	fail/fail
sci-biology/gmap	FAIL(3)	FAIL(1)	fail/fail
sci-biology/hmmer	FAIL(3)	OK	fail/ok
sci-biology/embassy	FAIL(3)	FAIL(1)	fail/fail
sci-biology/newick-utils	FAIL(3)	FAIL(1)	fail/fail
sci-biology/mrbayes	FAIL(3)	FAIL(1)	fail/fail
sci-biology/phyml	FAIL(3)	FAIL(1)	fail/fail
sci-biology/sim4	FAIL(3)	FAIL(1)	fail/fail
sci-biology/pysam	FAIL(3)	FAIL(1)	fail/fail
sci-biology/seaview	FAIL(3)	FAIL(1)	fail/fail
sci-biology/stride	FAIL(3)	FAIL(1)	fail/fail
sci-biology/trf	FAIL(3)	FAIL(1)	fail/fail
sci-astronomy/kstars	FAIL(3)	FAIL(1)	fail/fail
sci-calculators/pcalc	FAIL(3)	FAIL(1)	fail/fail
sci-calculators/orpie	FAIL(3)	FAIL(1)	fail/fail
net-p2p/ktorrent	TIMEOUT	FAIL(1)	fail/fail
sci-biology/seqan	FAIL(3)	FAIL(1)	fail/fail
sci-biology/wise	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/GromacsWrapper	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/cara-bin	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/moldy	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/msms-bin	RESTRICT(fetch)	FAIL(1)	fail/fail
sci-chemistry/mpqc	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/raster3d	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/psi	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/surf	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/threeV	RESTRICT(fetch)	FAIL(1)	fail/fail
sci-chemistry/vmd	RESTRICT(fetch)	FAIL(1)	fail/fail
sci-chemistry/xds-bin	RESTRICT(fetch)	FAIL(1)	fail/fail
sci-chemistry/gelemental	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/easychem	FAIL(3)	FAIL(1)	fail/fail
sci-chemistry/pymol	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/irsim	FAIL(3)	FAIL(1)	fail/fail
net-vpn/cloudflare-warp	TIMEOUT	FAIL(1)	fail/fail
sci-electronics/gerbv	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/gspeakers	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/gsmc	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/geda	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/labone	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/magic	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/klayout	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/gnetman	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/gwave	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/geda-suite	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/ktechlab	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/qelectrotech	FAIL(3)	FAIL(1)	fail/fail
sci-geosciences/foxtrotgps	FAIL(3)	FAIL(1)	fail/fail
sci-geosciences/gpx-viewer	FAIL(3)	FAIL(1)	fail/fail
sci-geosciences/grass	FAIL(3)	FAIL(1)	fail/fail
sci-libs/adolc	FAIL(3)	FAIL(1)	fail/fail
sci-libs/atlas	FAIL(3)	FAIL(1)	fail/fail
sci-libs/avogadrolibs	FAIL(3)	FAIL(1)	fail/fail
sci-geosciences/merkaartor	FAIL(3)	FAIL(1)	fail/fail
sci-geosciences/viking	FAIL(3)	FAIL(1)	fail/fail
sci-libs/clblas	FAIL(3)	FAIL(1)	fail/fail
sci-libs/coinor-cbc	FAIL(3)	OK	fail/ok
sci-libs/coinor-csdp	FAIL(3)	FAIL(1)	fail/fail
sci-libs/coinor-dip	FAIL(3)	FAIL(1)	fail/fail
sci-libs/coinor-dylp	FAIL(3)	FAIL(1)	fail/fail
sci-libs/coinor-couenne	FAIL(3)	FAIL(1)	fail/fail
sci-libs/coinor-mp	FAIL(3)	FAIL(1)	fail/fail
sci-libs/coinor-symphony	FAIL(3)	FAIL(1)	fail/fail
sci-libs/cqrlib	FAIL(3)	OK	fail/ok
sci-libs/composable-kernel	FAIL(3)	FAIL(1)	fail/fail
sci-libs/dealii	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hdf	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipCUB	FAIL(3)	FAIL(1)	fail/fail
sci-libs/gerris	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipFFT	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipRAND	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipBLAS	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipBLASLt	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipSOLVER	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipSPARSE	FAIL(3)	FAIL(1)	fail/fail
sci-libs/hipsparselt	FAIL(3)	FAIL(1)	fail/fail
sci-libs/lemon	FAIL(3)	FAIL(1)	fail/fail
sci-libs/linux-gpib	FAIL(3)	FAIL(1)	fail/fail
sci-libs/linux-gpib-modules	FAIL(3)	FAIL(1)	fail/fail
sci-libs/lrslib	FAIL(3)	FAIL(1)	fail/fail
sci-libs/netcdf-cxx	FAIL(3)	FAIL(1)	fail/fail
sci-libs/miopen	FAIL(3)	FAIL(1)	fail/fail
sci-libs/ogdi	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/kicad	TIMEOUT	FAIL(1)	fail/fail
sci-electronics/kicad-footprints	TIMEOUT	FAIL(1)	fail/fail
sci-libs/pgplot	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/kicad-meta	TIMEOUT	FAIL(1)	fail/fail
sci-libs/rocPRIM	FAIL(3)	FAIL(1)	fail/fail
sci-libs/rocFFT	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/kicad-packages3d	TIMEOUT	FAIL(1)	fail/fail
sci-libs/rocRAND	FAIL(3)	FAIL(1)	fail/fail
sci-electronics/kicad-symbols	TIMEOUT	FAIL(1)	fail/fail
sci-electronics/kicad-templates	TIMEOUT	FAIL(1)	fail/fail
sci-libs/rocThrust	FAIL(3)	FAIL(1)	fail/fail
sci-libs/rocWMMA	FAIL(3)	FAIL(1)	fail/fail
sci-libs/rpp	FAIL(3)	FAIL(1)	fail/fail
sci-libs/rocBLAS	FAIL(3)	FAIL(1)	fail/fail
sci-libs/rocSOLVER	FAIL(3)	FAIL(1)	fail/fail
sci-libs/pastix	FAIL(3)	FAIL(1)	fail/fail
sci-libs/rocSPARSE	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/arb	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/bertini	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/calc	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/coq-serapi	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/dataplot	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/flocq	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/gappalib-coq	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/giac	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/geomview	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/coq-mathcomp	FAIL(3)	OK	fail/ok
sci-mathematics/cudd	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/kind2	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/gsl-shell	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/mathomatic	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/mathematica	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/gretl	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/picosat	FAIL(3)	OK	fail/ok
sci-mathematics/rkward	FAIL(3)	FAIL(1)	fail/fail
sci-mathematics/twelf	FAIL(3)	FAIL(1)	fail/fail
